,patient_id,demographics_age_index_ecg,demographics_birth_sex,hypertension_icd10,diabetes_combined,dyslipidemia_combined,dcm_icd10,hcm_icd10,myocarditis_icd10_prior,pericarditis_icd10_prior,aortic_aneurysm_icd10,aortic_dissection_icd10_prior,pulmonary_htn_icd10,amyloid_icd10,copd_icd10,obstructive _sleep_apnea_icd10,hyperthyroid_icd10,hypothyroid_icd10,rheumatoid_arthritis_icd10,sle_icd10,sarcoid_icd10,cancer_any_icd10,event_cv_hf_admission_icd10_prior,event_cv_cad_acs_acute_mi_icd10_prior,event_cv_cad_acs_unstable_angina_icd10_prior,event_cv_cad_acs_other_icd10_prior,event_cv_ep_vt_any_icd10_prior,event_cv_ep_sca_survived_icd10_cci_prior,event_cv_cns_stroke_ischemic_icd10_prior,event_cv_cns_stroke_hemorrh_icd10_prior,event_cv_cns_tia_icd10_prior,pci_prior,cabg_prior,transplant_heart_cci_prior,lvad_cci_prior,pacemaker_permanent_cci_prior,crt_cci_prior,icd_cci_prior,ecg_resting_hr,ecg_resting_pr,ecg_resting_qrs,ecg_resting_qtc,ecg_resting_afib,ecg_resting_aflutter,ecg_resting_paced,ecg_resting_bigeminy,ecg_resting_LBBB,ecg_resting_RBBB,ecg_resting_incomplete_LBBB,ecg_resting_incomplete_RBBB,ecg_resting_LAFB,ecg_resting_LPFB,ecg_resting_bifascicular_block,ecg_resting_trifascicular_block,ecg_resting_intraventricular_conduction_delay,hgb_peri,hct_peri,rdw_peri,wbc_peri,plt_peri,inr_peri,ptt_peri,esr_peri,crp_high_sensitive_peri,albumin_peri,alkaline_phophatase_peri,alanine_transaminase_peri,aspartate_transaminase_peri,bilirubin_total_peri,bilirubin_direct_peri,urea_peri,creatinine_peri,urine_alb_cr_ratio_peri,sodium_peri,potassium_peri,chloride_peri,ck_peri,troponin_t_hs_peri_highest,NTproBNP_peri_highest,glucose_fasting_peri_highest,glucose_random_peri_highest,hga1c_peri_highest,tchol_peri_highest,ldl_peri_highest,hdl_peri_lowest,tg_peri_highest,iron_peri,tibc_peri,ferritin_peri,tsh_peri,anti_platelet_oral_non_asa_any_peri,anti_coagulant_oral_any_peri,nitrates_any_peri,ranolazine_peri,acei_peri,arb_peri,arni_entresto_peri,beta_blocker_any_peri,ivabradine_peri,ccb_dihydro_peri,ccb_non_dihydro_peri,diuretic_loop_peri,diuretic_thiazide_peri,diuretic_low_ceiling_non_thiazide_peri,diuretic_metolazone_peri,diuretic_indapamide_peri,diuretic_mra_peri,diuretic_vasopressin_antagonist_peri,anti_arrhythmic_any_peri,anti_arrhythmic_amiodarone_peri,anti_arrhythmic_disopyramide_peri,digoxin_peri,amyloid_therapeutics_tafamidis_peri,amyloid_therapeutics_diflunisal_peri,amyloid_therapeutics_patisiran_peri,amyloid_therapeutics_inotersen_peri,lipid_statin_peri,lipid_fibrate_peri,lipid_ezetimibe_peri,lipid_PCKSK9_peri,lipid_other_peri,glucose_insulin_peri,glucose_glp_1_agonsist_peri,glucose_ohg_biguanide_peri,glucose_ohg_alphagluc_peri,glucose_ohg_dpp_4_peri,glucose_ohg_sglt_2_peri,glucose_ohg_thiazolidine_peri,glucose_ohg_repaglinide_peri,glucose_ohg_sulfonylurea_peri,glucose_ohg_other_peri,smoking_cessation_oral_peri,smoking_cessation_nicotine_replacement_peri,outcome_afib_aflutter_new_post,time_to_outcome_afib_aflutter_new_post,outcome_all_cause_death,time_to_outcome_all_cause_death,follow_up_duration
patient_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demographics_age_index_ecg,,1.0,-0.0052664926729979085,0.2850542050806219,0.11072661510199051,0.2036582803850095,0.001692492424810981,0.02334593332850805,-0.0036335961149429625,0.0043592036924503174,0.03879855230348094,-0.003935691649628217,-0.007570007174538046,0.007610385531765301,0.08680071547152925,0.0076806363768208855,0.014063824008208046,0.05182944729207911,0.00051966959396029,-0.00015945981642236014,0.01668294013489995,0.010970426367275462,0.05253636427250537,0.05651986942757461,0.02241144676089553,0.019670914977711517,0.021860468257709417,0.016576790389630246,0.008047943319345621,-0.0031012825488770084,0.01319700280975659,0.07387365694412151,0.002103767879350146,0.005794118735994034,0.003117329972996625,0.020649810010586113,-0.00381312259872663,0.015341171494124764,-0.20942778873607484,0.5025491382936885,0.19457418068282584,0.22724514495006762,,,0.017678583719709928,0.006133318587925208,-0.10806282194759649,0.05689070388339806,0.038210504751441846,0.035554717388719646,0.05376610701352283,0.003844824719404719,0.008246496033416087,0.006840029600421975,0.005170316206631378,-0.18722740697429935,-0.15513459253164913,0.150777276749287,-0.07431461623540438,-0.11870456992857283,0.09882987913546842,0.030284878186391872,0.23248415613398166,-0.06499232568516868,-0.3022125343678718,0.06577954973827946,-0.04290738928784136,0.0887073965527296,0.022833724507431815,0.34092720898815315,0.02481122127202776,0.06204278835226462,0.1200756958106567,-0.0010235722663795455,-0.03271108024522212,0.00922513846565298,-0.09923611876218977,0.0791073903651264,0.3091393199247532,0.16442623049258398,0.11743311596574281,0.16210201934359197,-0.05296545790337448,-0.0808722794993138,0.016821716197631217,-0.07997327517316982,-0.03631305098831495,-0.02043388574438238,0.0010930343613048616,0.04030760106169719,0.08770806974198023,0.0918239241947428,0.09982369331418502,,0.21704178801845672,0.18169827077186787,0.021349830209457743,0.09898597276733659,0.010452052620088078,0.2255407634637856,0.06961508145272424,0.08038620687583721,0.18219615268401573,0.05714365881038612,0.016254142978370266,0.03215397700412785,0.035677078502576946,,0.04097816296201799,0.028635373159288595,0.018240362695310507,0.02284598960220019,,0.0054696118676004065,,,0.476316916583243,0.028203991046839936,0.02633336916158831,0.013553567172533849,0.00916479850523219,0.06090636741108276,-0.00889444909653978,0.06819504871383046,0.006968503653902773,0.031790913152393754,0.05672258001267977,0.029026165807084576,0.03083303000444508,0.006605493037200617,,0.0010989989019697937,,0.2839819953516819,-0.19873361182659846,0.44703581636342266,-0.06941265037160425,-0.09597454036828781
demographics_birth_sex,,-0.0052664926729979085,1.0,-0.001175890793202645,-0.007878053985792957,0.002192187892906994,-0.004272567591235879,-0.0027634115071820484,0.0008561995912060318,0.001981096830018021,0.0040233820162877175,-0.0008681783407800651,-0.005326648468593216,-0.004556701295205167,-0.003997415758634692,0.001580049635884966,-0.002388737744078745,-2.5080325618637238e-05,-0.0022279181913952097,-0.006705320079217391,0.0017155819519367767,-0.002383461561073719,-0.007135582439427395,-0.0033405011320596137,0.0013808155492614277,-0.002652264015588886,-0.00029668835191703076,-0.0006207625028188669,-0.00030391207460231016,0.0004163290813363471,-0.0013713062537400995,-0.005749602856306126,-0.0009214067031387956,-0.002547304862517814,-0.002705929116554019,0.001157178338592618,0.0019512272529283218,0.0012062834961877023,-0.0006535841905236777,-0.0037403321246476215,-0.0034390306240008424,-0.01729448154447497,,,0.0005851430246619001,-0.002329614711003103,3.786635344367629e-05,0.003955014361007771,0.001779895126852794,-0.0031628190472212216,-0.008176193665207518,0.00026941544826465826,-0.0046397005918567885,-0.0011447518292883332,-0.0016738583508073919,0.00860401039283336,0.008470990957401687,-0.001161236502996255,-0.0006115790371788251,0.0022980364157719558,-0.010410505261624094,-0.0060215245526853926,-0.031221503014184238,-0.014731852350170264,0.00640638983576409,-0.0025064610778037164,-0.007480330201067241,-0.007280061315261049,-0.005569420293065314,-0.059659506464214,-0.0006821338956208662,-0.012857706380691399,-0.015944123471788328,-0.0022416798595070175,0.004360840557290382,0.0054419055881153025,0.0052462280449226024,-0.0070056357339167916,-0.036855345528534096,-0.015034746611023185,-0.009547720536708076,-0.005993426518311572,0.0006778307437519357,0.003755219374806487,-0.0012748746836409727,-0.0006272981602680549,0.007181098939787035,-0.0025932342443672723,-0.012922977936793164,0.0013427693125731548,-0.005256653232597648,-0.005122177733463474,-0.003672226286127571,,-0.0008743910234113833,0.0035038182313090567,0.0014879604970299712,-0.008759773888667255,-0.0032856218805411407,-0.004279182454810257,-0.0027110710147303036,-0.010517756806801832,0.0016320613324670944,-0.003041777393291973,-0.0012537549000861533,-0.0007633294157579418,-0.0010141055807758492,,-0.0034906293305841394,-0.0020530580107641786,-0.0002583557047354722,-0.0003401015984875642,,0.0031354295877349804,,,0.004574539850911033,0.0040638737246487585,-0.0011661526905967223,-0.006234657182792833,0.0022224595730656635,-0.006987046846589061,-0.0019405471357416746,-0.005903487293989483,0.004961427943919275,-0.00047010920298743005,-0.0001764489007327912,0.0012956392132347566,-0.0009817961272690103,-0.005969430226404214,,0.0008796367790274281,,-0.03323621753524032,0.00017722449873249188,-0.008962599621552395,0.003309493713783648,-0.0013153860733401165
hypertension_icd10,,0.2850542050806219,-0.001175890793202645,1.0,0.08507081317494435,0.028415526501075084,0.011374699623199112,0.016248859187753848,-0.0010358975045360941,-0.005861294222476161,0.03811710965999802,-0.001259286290028409,8.661270693588966e-05,0.015387914729377495,0.06933749380315725,0.0032063027328619285,0.01816044019865227,0.0946472601985407,0.02328013172427005,0.009311689258977808,0.010702582916641617,0.004880309684954732,0.06904748744149294,0.10111076183150974,0.11068295433883563,0.04881912910106549,0.03331294508986544,0.013481883449419224,0.017633713653002203,0.024830615530203826,0.030792646623878962,0.11390365337050586,0.01910715532775484,0.0027062414779742113,0.0019346621705324453,0.011559408431451597,0.0029931109146944927,0.017860912101325985,-0.024993065045729727,0.21702187422732747,0.08048072003281408,0.10514463285602542,,,1.9528926667685342e-05,0.031794800978853885,0.00960668075811896,0.01777227862032202,-0.0018640096214797238,0.030378502541120456,0.015012549579721418,0.019628651018510485,0.007801707813833808,0.00960376794091546,0.015345182470842784,-0.11394966641353482,-0.08575516260875536,0.14592022363557933,0.03165416322572998,0.06431996652388047,0.05104154756298053,0.014947511252327149,0.15357902073131025,0.006403241201102143,-0.00823795265266731,0.08000861644609959,-0.029284256806548174,0.05409996659218792,0.011961457845674506,0.21127200015502978,0.030426107661854947,0.014513578906863885,0.08438829454456682,-0.0034472990272731954,-0.03753600377681514,-0.010200025453002295,-0.06450216339087295,0.06271253440494207,0.21765038001674936,0.13412790161769933,0.12360209489623271,0.11780091646295524,-0.02984491916085311,-0.040920225332433204,-0.009811200515008138,-0.03095863813608191,-0.009844062052783844,-0.01592300643397384,0.012028425696433314,0.06305124696753336,0.07705338987350298,0.07250804206749173,0.06904866486575084,,0.30181026824400065,0.3096743378608046,0.02773299315330102,0.15710952954647592,-0.0037850487810439405,0.4072766310953861,0.046361441631097115,0.08761314672150289,0.11813440202892837,0.0498396183811083,0.01094306641599276,0.017201390771188086,0.0447872381753219,,0.020177211481952794,0.014170860938857586,0.008852165885536844,0.016722455505732155,,0.014059041564161065,,,0.07283674228826575,0.031558602336689494,0.027715044214186278,0.009072707632900022,0.009606379432384776,0.06424595148369575,0.00494867894251991,0.035782372559274786,0.010700845821634327,0.01880898425132457,0.03454373319479908,0.018149641020048124,0.02461458779150748,0.01757519019197728,,0.005167528056040264,,0.18942152665173995,0.06552866115799126,-0.012682156502828704,0.0004306657338948659,-0.08934898916651443
diabetes_combined,,0.11072661510199051,-0.007878053985792957,0.08507081317494435,1.0,0.052041881800255534,-0.002657990283775251,0.041929176450615654,0.005547926301290345,0.006474820424597289,0.021539316160989735,0.016731309388181115,-0.0038691971767178916,-0.002425568491806203,0.03814524217512188,0.016908937421072922,-0.003970610763002972,0.026657885028736186,0.0060659111562399014,0.0032803262475724726,-0.0075164662228678885,0.0023268116766680413,0.027290173299112375,0.044196019707912475,0.02693544350841537,0.0104060024695419,0.024625917981904166,0.02623176580207331,0.011885776453813182,0.002964539865715474,0.008164607015172912,0.05921574758693832,0.008298694181946394,0.013551353190094546,0.02352642536226858,0.005604446376233499,0.014863495451387859,0.01412097019047268,0.016316524948170312,0.1220644832442137,0.041913543999270234,0.06746093429243989,,,-0.01035170983812522,0.01973039586219546,-0.006775303856346833,0.014835270823395788,0.0007322257052788382,0.007291534728956703,0.008413312508183241,-0.009045963685090226,0.006745946538730365,0.0010288214775378921,0.009031916322223475,-0.05221912877855256,-0.021064801896003273,0.11190062202807964,0.05478509938813048,0.01453305928290413,0.053278996440366364,0.03053927010719114,0.11775034942502009,-0.0018343808247751423,-0.018563354913902284,0.05946634756408692,-0.024260025935718004,0.04371673694242696,0.027983276144115884,0.13219366323346388,0.01543674471473329,0.03828623083827943,0.06123534555865138,0.0015656809835178766,-0.02086160412235088,-0.009127425606569766,-0.0799310242917949,0.05454623579160635,0.16613112980424039,0.6735483799166652,0.6409352874040773,0.8160597063305746,-0.050057939100471016,-0.03546654597710975,-0.02465032526017207,-0.023205323441434694,-0.01734732617337547,-0.03619464857535012,0.015853200801969492,0.055652672434976395,0.06135507795482832,0.04864214318431744,0.1100844404528552,,0.04820547448203336,0.03167034224485794,0.014246817145454341,0.041514099513245174,0.03386949869575024,0.0581572094040571,0.03508186893940235,0.052444979420954475,0.008689490167824892,0.060957409117940745,0.0062024145244142645,0.02974802938560106,0.05795915499111139,,0.015148951905229656,-0.004065666084497019,0.00570034791476919,0.0028773786159928903,,-0.0067482657326006406,,,0.12086206215269475,0.008138905376966862,0.023975667833883073,0.001244627692298361,-0.0044010840161624615,0.43668932293875384,0.17727635646445397,0.4222956800879607,0.11261152334878556,0.27021754126179554,0.4889006733821764,0.16901539547243635,0.18732231897715082,0.2965597676376025,,0.00754561114541573,,0.14361779808988467,-0.044261807694494226,0.004941470365835291,-0.014527868771886178,-0.028907228517299433
dyslipidemia_combined,,0.2036582803850095,0.002192187892906994,0.028415526501075084,0.052041881800255534,1.0,-0.012356826279724835,0.01761869856277019,-0.008634734020909359,-0.0030124558473959367,-0.011931069383953979,0.0003251516968446493,0.0013576594806141576,0.0015663662271429499,0.01646792992573388,0.00025586585543252205,0.015645150282687755,-0.013294071172086303,-0.009267936980220885,0.001590711248047694,0.0036092449434702743,-0.004668893517250491,0.00041303419726300574,0.060312154952637684,0.020942222407229313,-0.0024235814948351028,0.0010456299171667702,0.015475217403009372,0.00612599103073966,0.0012065197090203141,-0.0002842758728193287,0.07848952941903464,-0.0036469143408852413,-0.0036186484620047694,-0.004892461168277284,0.006704174800566002,0.005512734725461094,0.005102492083026737,0.017150381446876552,0.10345990740676136,0.007007811429932638,0.02703714153387418,,,0.004074262267272487,-0.003784793112659622,0.019069341766630016,-0.00655938135269073,0.0039679176818396425,-0.000573110742500983,0.009699973075264198,-0.015674493818794474,-0.000740499008440338,-0.0005507223757907656,0.0011283832111401017,0.025395725043356913,0.019698549016722824,0.015798333334299662,0.009674354489990588,-0.06236469084120462,0.009510922945413705,0.013563611328008084,0.014466712776256227,-0.006798761006817743,-0.026561792551350646,0.0004941231137927456,0.050735382483636224,0.023531892467111504,0.052712722578421876,0.018407976646108735,0.022058888776802954,0.019382414396721122,0.021345589339182378,-0.020335117765513208,0.009549378343499922,0.002586070966501151,0.058920134336403376,0.021582440405677614,0.03434629398792091,0.09451904690938781,0.035347839989206396,0.08800322739783122,0.00875455509228858,0.3624167839748681,-0.02568128630887046,0.5411889142843203,0.0020709455995859844,0.023002703043282363,0.06589369542212876,0.0012335326741396157,0.06838683826065468,1.0652993086462596e-05,0.009154558199428375,,-0.0013186113859242536,0.01604183098717889,0.005065393239877848,0.0014680028967635908,0.010838515953754627,0.03224887541720112,-0.0027472196494251156,0.013177556891527506,-0.027059965552376115,0.008967370255675013,-0.01099252258392743,0.013951158552517776,0.009091414751137767,,-0.0018522746007301808,-0.004353983876736623,0.0015794978626191866,0.009700615209858716,,-0.005312754358900223,,,0.4745741849857834,0.0614506291554408,0.07393291629031802,0.03177719860611469,0.04910634348609205,0.036796398004439484,0.006107855516957442,0.012011704511855839,-0.002204359544456707,0.016675072200096508,0.02927942429270138,0.015586205406600627,0.02294430807848199,0.00946623602129249,,0.015071483985277374,,0.03031341543261848,0.09203993625030282,-0.0323682476197456,0.068212556669704,0.07282798716642276
dcm_icd10,,0.001692492424810981,-0.004272567591235879,0.011374699623199112,-0.002657990283775251,-0.012356826279724835,1.0,0.0023571430005361344,0.008349989760842464,-0.0013976521695760018,0.0009124953446508167,-0.003706562119540144,-0.0014040906571569358,-0.0007259413950146683,0.0009264641214954553,0.008492798107740545,0.0016636958988971175,0.03934903908587637,0.00034410422540198193,-0.0010613032590608294,0.0074930599394157065,-0.0006451149170054852,0.003654287069876189,0.00995568302544306,-0.00540145168676843,0.009769792864143709,0.026519620706169783,-0.0043157968441377694,-0.003164525315762745,-0.0006412320602558685,-0.0031680906520831077,0.011064864189224966,0.3030875266112853,0.00785775804611948,-0.0016642980653573181,-0.003171959967611891,0.04451661246520273,0.006802059032644269,0.010712473733990797,0.006878924970718893,0.008949425060725052,0.0020311359689694965,,,0.013048554055349595,-6.127006668825548e-05,0.0005056991638180517,-0.0005346122259603717,-0.004495604904886606,-0.003012570705044193,0.0034408414934391195,0.0010221877451275139,-0.0012998988062924717,0.008494050897485336,-0.0011046498054287487,-0.010429573420182936,-0.0033337760151705845,0.02754846154134552,0.009189375190838144,0.010669280145947235,0.004527342260098219,0.002892811902898375,0.010047007045336917,-0.016222227774051252,-0.010993750850502537,0.008112183801309738,0.0157491804078553,0.014177216340526278,0.0008824990718768263,-0.016222841331736824,0.017549231199601136,0.012651666206740025,0.036554405155002447,-0.009017894775681237,0.007864299184367186,-0.00920955772788757,-0.0014133616790679752,0.0003792016961269293,0.028134282853559577,-0.00011706418103804167,0.006074365511817179,0.004850929730054001,-0.0008516747707092287,-0.02295911606083832,0.007308522922606872,0.007630049106211618,-0.010434531413430075,-0.0044267061205651645,0.0024221860086190827,0.024023998850572523,0.00791130068874639,0.05392074319130114,0.031372160962608975,,0.019201813170121033,0.009239988121087391,-0.004235688009438279,-0.0008205340678349305,-0.002964739821892532,0.007749900053286601,0.00405950180520951,-0.0021898961634371824,-0.0034980172326026255,-6.754039373181311e-05,-0.0029066687347171685,0.0015256342045188082,-0.007916969564441384,,0.0029864906803548285,0.005227022630859884,-0.002480774818625157,-2.9104173585241448e-05,,-0.00264594916064139,,,-0.017043584784190605,0.00025547564092126204,-0.004636304276534417,-9.566229569364838e-05,-0.0028586865146710935,0.007915201421072774,-0.00396196675573328,-0.00037353130588554934,-0.0035836239302552216,-0.0008218937610863842,-0.008580028570001843,-0.0036180037213255534,-0.0027799786383889335,-0.0023299176732525266,,-0.004003013257330092,,0.015948805469341677,-0.013273459764645456,-0.005936492529502827,-0.01047377807764123,-0.006983633899633276
hcm_icd10,,0.02334593332850805,-0.0027634115071820484,0.016248859187753848,0.041929176450615654,0.01761869856277019,0.0023571430005361344,1.0,0.0006183561915337342,-0.0004159873762767536,0.00019045589275500425,-0.0031632763448771082,-0.00119828742068905,-0.0029497490340403315,-0.0036956542164757306,0.010252381565917743,-0.003890175068970863,-0.0035158580909916875,0.006004976674335027,0.00947714162550083,-0.003982114463829222,0.0009357404029214681,-0.0064942179466668795,0.02793305105521964,0.0014180609602912429,0.015196947572628848,0.008566402487631537,-0.0028256652226791947,0.06008942709890583,-0.003995078869157263,-0.0035224723045311104,0.04017594953140737,0.0008315546872161496,-0.0016437100465571117,-0.0014203551785131588,0.00773355559577329,-0.0022198584009349735,-0.004151703672815084,-0.0080483615689075,0.028049269737826836,0.034129244934903644,0.006810905517148876,,,0.0005928300577884532,-0.003736608666311494,-0.0034397449996151045,0.021536452234457094,0.0035447877994037066,0.011117339684120724,0.0035680386921118196,-0.004130878915526846,0.015846766743320202,-0.0015582048547649243,-0.0009427368235553678,-0.004877655794630885,-0.0012883732702911905,0.012578965271264649,0.0008419910913274457,-0.0024742135706216223,-0.0017369657573144477,0.010515944097766749,0.0010346086398413943,0.009780550673075613,-0.009104151131988309,0.003194753383353215,-0.0059442973231716425,-0.008396337317036952,0.0031430755516485267,0.02510880513317457,0.0008331579964929534,0.01000169846649445,0.0033977294013696788,0.0036729934736349124,0.0037795283910745294,-0.007687208477937749,-0.014893579668844291,0.0036391517134654393,0.026806482400852507,0.016094868370954307,0.018931540380672095,0.050756709892991275,-0.0027766419208793158,-0.014081534056646167,-0.009778634519007238,0.011809517282184821,0.010617212353134991,-0.024126830500762426,0.0011251760139773098,0.004358831560947089,0.034069437095199266,0.008933413507041018,0.027965776815253113,,-0.00012163560178239746,-0.004329527339756315,-0.003614846116810277,0.02250782279841182,-0.0025301859364147074,0.027555389339199605,-0.003658424771988076,0.005322988867149809,0.002748999599802411,0.01901461257906097,0.0026962123916680052,0.026751686434697844,0.003762778436844557,,-0.0048957530114184175,-0.003984718135973871,-0.002117157637627128,0.001347586083694214,,-0.0022581217094624108,,,0.040909207816511424,-0.0033088453873054125,-5.862652788702942e-05,-0.0026623035214446305,-0.004114144635869022,0.0013135822451837043,0.00894227340903091,0.03694410043502604,2.376258816726232e-05,0.008262312959920835,0.014188389554929548,0.0015901969304529487,0.0004963140763810028,-0.000925351405628603,,-0.005133946652026399,,0.014595557557620603,-0.005895350112988388,-0.009283918737522675,0.001261833523275028,-0.009467063848956075
myocarditis_icd10_prior,,-0.0036335961149429625,0.0008561995912060318,-0.0010358975045360941,0.005547926301290345,-0.008634734020909359,0.008349989760842464,0.0006183561915337342,1.0,-0.0025002922134827314,-0.002564672041718095,-0.002407021650628593,-0.0009118089761413113,-0.002244543003760706,-0.0012192899452711935,-0.0006446828751247801,-0.002960138348618508,0.012172591742179389,-0.0014581754588537238,-0.0006892046700026801,0.003193160173456809,0.00018254252968678234,0.04886566127994786,0.00035076778225764856,0.007865206679345203,0.011657078216663492,-0.004124871672747241,-0.004560864273686391,-0.0020550258442581584,0.00316327524860763,0.000646103072029414,-0.0005056457289799053,-0.002040473781736972,-0.0012507429759736797,-0.0010807862777466005,0.0025067758478171972,-0.0016891496821115624,-0.003159142464313589,0.0005392745091192474,-0.0017348478701943164,0.0012641365434034196,0.0023837252587719294,,,0.003373077275427728,0.00047107101878659553,0.011233960745745,0.002245778370334658,-0.002919421822634062,-0.003970974219340431,-0.0030984117718968855,-0.00014273783912658225,-0.0008441473444833082,0.006737184700392431,-0.0007173536857813597,-0.005072148386017215,-0.004282778214419388,0.0094150954166307,0.004006840183312119,0.000879431456825828,-0.0032815861199685685,0.0016641116341421435,-0.008198805732989766,0.00711902756734328,-0.0028492993136079877,-0.001671613382056417,-0.017890560223827998,-0.0007491965076000418,0.006437443098330404,-0.011609330081015478,0.0005482746872755718,0.01028237962157153,-0.000879718962115427,-0.004212418738379062,0.0008791062279491164,-0.0055675629331225895,-0.008434445897561194,-0.006171905108653853,-0.003051024968155086,0.0011344644387520514,0.00609525144200216,-0.0006150125064311756,0.007174410608758676,0.009043566090129596,0.016145019276527898,-0.013810073339228568,-0.006215706560680326,0.008203525422804796,-0.0027907088174191673,0.00028555745671434937,0.0030255127119285445,0.028754430212601538,0.010730022723069981,,0.007867471962396753,-0.0044953204879198665,-0.002750633178458838,-0.004169700275185367,-0.001925286211218644,-0.0005826296931193203,-0.006847274825563433,0.006065706707800326,-0.004518465636360191,0.0012244612959867874,-0.0031528133964826657,-0.00015830020058584603,0.0072825406810814765,,0.02530390838389854,0.027955586074074185,-0.0016110019220468002,0.0038204380687693854,,-0.00171826525786559,,,-0.008016578922340442,0.0009099950963380179,-0.0027005611095551225,-0.0020258180184099524,-0.0031305627876589944,-0.005783361884716024,0.004072781369920729,-0.000925513492428914,0.005761381935339551,0.002945484702197025,0.0045075694451908,-0.0034928068829847133,0.008340204653049825,0.0016665674377628942,,-0.0031095129958842735,,-0.0022921114280796922,-0.010095279220590819,0.0004891899158293736,-0.0034773429246616533,-0.009323627679811632
pericarditis_icd10_prior,,0.0043592036924503174,0.001981096830018021,-0.005861294222476161,0.006474820424597289,-0.0030124558473959367,-0.0013976521695760018,-0.0004159873762767536,-0.0025002922134827314,1.0,0.015367279973387991,-0.0028492303307990226,-0.0010793229840862445,0.0008878587895042679,-0.0027256051075354726,-0.0007631215120447861,-0.003503963482855505,-0.006081385181182419,-0.002548261201679608,0.022222966593459945,-0.0035867752526365145,0.002340501545600358,-0.0009750503780175363,0.0052192812539678494,-0.004636842360394515,-0.003038173406678196,0.0009366846183882904,-0.0036412937683090417,-0.0024325672203684315,-0.0035984525684489804,-0.0028001413366399307,0.006252061563795479,0.005379986527977909,0.00487035188801281,-0.0012793441400341201,0.0014228557788639573,-0.0019994737090441358,-0.0012151278073034696,-0.00941124599800144,0.019649798882370083,0.017994702256752978,0.007577265325030177,,,0.01611531449978421,-0.0033656429554827713,-0.008593432844048765,0.01206833846442515,-0.003455766674667579,0.003354636942290052,0.0021164538281259124,-0.0037207705605734128,-0.0009992308199376512,-0.0014035082774176621,-0.0008491431221256104,0.0015920703597635168,0.0021728881967115164,0.0012672780049065395,-0.001315967724298606,0.01589539523077731,0.0011123747307034736,0.019556143136242828,-0.0010908155508143026,0.009896917285302394,0.007892620940627685,-0.002422401399495649,0.007292252700363872,0.0037810707280004005,-0.002142661154100934,0.023438849130805784,-0.004080419325103708,-0.002935879791376046,-0.0005040272920620306,-0.0030974725713576834,-0.010280659593038907,0.005242430740088904,-0.009161371658512813,-0.0072251314823255615,0.002923111573993344,0.0034950593334112886,0.016778211446997756,0.004916733803476442,0.0009561155119748751,-0.020402570907715613,-0.0045554214893837675,0.005485668038039496,-0.004679948636255051,0.0005896545294097648,0.00024955902990640347,0.00544534695831192,-0.000736937619425936,0.03460909767105174,0.008049837765271618,,-0.002304901742460239,-0.006450802440889924,-0.00035995662634025416,0.005966467440727499,-0.0022789923252418296,-0.010282805042038273,0.010853838973084918,0.0060450758763353546,0.0025685424070409956,-0.002493109778854165,0.00638564399476966,-0.0034402948791248888,-0.00563659991484192,,0.0077788071254227134,0.009442925630276674,-0.0019069689456563627,-0.0005404962125506109,,0.0025919658405892283,,,-0.0034725995910011485,0.0035262073183625485,-0.0021756347252575507,-0.002397993446060374,-0.0037056976387143717,0.008500267957169362,-0.002156194635659347,-0.0027917228309624555,0.0006647608918053222,0.007813791458225947,-0.0020765796073392104,-0.0018488572938424339,-0.0004523899485406922,0.013836353829878223,,-0.004322442451168608,,0.002779250605157454,-0.010710435749717442,0.0051108221304768196,0.00038249358959111977,0.0015265961824427138
